id,parsedContent
a9084 ,황홀 감탄 나오다 짱 배경 소녀 옷 꽃 것 완벽 엄지 올리다 손 기호 엄지 올리다 손 기호 짱 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a9085 ,황홀 대박 이것 머리 속 생각 표현 감탄 나오다 역대 급 미치다 퀄리티 대작 탄생 하트 눈 웃다 얼굴 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9086 ,황홀 검은색 하트 검은색 하트 검은색 하트 대박 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 작품 작품 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 멋지다 이쁘다 말 부족 것 같다 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9087 ,황홀 어지럽다 기호 검은색 하트 
a9088 ,황홀 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 반짝이다 하트 반짝이다 하트 반짝이다 하트 
a9089 ,황홀 것 같다 눈 하다 만큼 굉장하다 솜씨 많다 공부 되다 이 드러내다 웃다 얼굴 이 드러내다 웃다 얼굴 이 드러내다 웃다 얼굴 
a9090 ,황홀 문 솜씨 좋다 엄지 올리다 손 기호 엄지 올리다 손 기호 눈 즐겁다 반짝이다 하트 반짝이다 하트 
a9091 ,황홀 감사 반짝이다 하트 반짝이다 하트 반짝이다 하트 
a9092 ,황홀 걸 하다 칭찬 고래 춤추다 하다 요입 벌리다 미소 짓다 눈 웃다 얼굴 입 벌리다 미소 짓다 눈 웃다 얼굴 입 벌리다 미소 짓다 눈 웃다 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 반짝이다 하트 
a9093 ,황홀 감사 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9094 ,황홀 입 벌리다 식은땀 흘리다 웃다 얼굴 입 벌리다 식은땀 흘리다 웃다 얼굴 입 벌리다 식은땀 흘리다 웃다 줄 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9095 ,황홀 헉 세심 칭찬 놀라다 얼굴 놀라다 얼굴 감사 여성 기호 여성 기호 절하 능 
a9096 ,황홀 칭찬 고마 옹 반짝이다 하트 반짝이다 하트 반짝이다 하트 나름 열씨 미 하다 능 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9097 ,황홀 언니 이쁘다 
a9098 ,황홀 완전 예쁘다 멋지다 완성 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a9099 ,황홀 감사 
a9100 ,황홀 멋 짐 
a9101 ,황홀 감사 합 
a9102 ,황홀 멋지다 곳 있다 보다 
a9103 ,황홀 감사 
a9104 ,황홀 반영 일품 엄지 올리다 손 기호 
a9105 ,황홀 멋지다 반영 
a9106 ,황홀 감사 
a9107 ,황홀 감사 
a9108 ,황홀 좋다 감사 카메라 하트 눈 웃다 얼굴 음표 
a9109 ,황홀 감탄사 나오다 
a9110 ,황홀 네 감사 
a9111 ,황홀 감사 
a9112 ,황홀 우와 사진 멋지다 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9113 ,황홀 오늘 즐겁다 놀다 
a9114 ,황홀 크다 좋다 
a9115 ,황홀 사진 느낌 좋다 
a9116 ,황홀 
a9117 ,황홀 카메라 예뿌다 찌다 
a9118 ,황홀 감사 
a9119 ,황홀 감사 
a9120 ,황홀 감사 
a9121 ,황홀 감사 감사 
a9122 ,기대 언니 하다 기대 꽃 꺽다 지저분하다 손 보다 뭐 뭉클하다 느낌 좋다 검은색 하트 
a9123 ,기대 완성 후 모습 기대 
a9124 ,기대 대작 나오다 거 같다 
a9125 ,기대 그림 기대 
a9126 ,기대 연천 있다 산정호수 거 이곳 가뭄 심하다 데 습기 올리다 비 말다 촉촉하다 대지 적시다 만큼 풍족하다 비 오다 
a9127 ,시스루 멋지다 
a9128 ,미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 고맙다 언니 반짝이다 하트 반짝이다 하트 안쪽 배경 바깥쪽 땅 걸리다 
a9129 ,평화 여신 컨셉 그러다 보이다 하다 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 걸리다 색칠 맞다 하하 
a9130 ,평소 배경 머리 열씨 미 달리다 
a9131 ,신경 쓰다 욤 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a9132 ,나무 초록 풀 물 폭포 등 표현 것 은근 재미 지다 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a9133 ,맞다 처음 그림 보다 때 트다 오르다 컨셉 표현 하다 고민 하다 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a9134 ,길다 시간 공 들이다 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a9135 ,다음 하다 민중 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9136 ,희다 시스루 표현 생각 쉽다 흰색 하다 끝 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 
a9137 ,니랑 뮤즈 돕다 덕분 징 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9138 ,자수 얘기 나오다 때 폭풍 검색 옹 자수 하다 쇼핑몰 실제 옷 있다 스탈 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 젼 고마 옹 
a9139 ,쭈니 미니 맘 팔로 저 서다 기쁨 눈물 흘리다 얼굴 기쁨 눈물 흘리다 얼굴 수락 미소 짓다 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 
a9140 ,그림 보다 줄 언니 그림 보다 대단하다 생각 가르다 땅 완전 인상 
a9141 ,의미 굉장하다 표현력 좋다 눈 호강 하다 엄지 올리다 손 기호 엄지 올리다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 반짝이다 하트 반짝이다 하트 반짝이다 하트 하트 하트 
a9142 ,가르다 땅 저 마르다 식물 좋다 
a9143 ,가르다 땅 자연 만들다 위대하다 
a9144 ,빨갛다 우산 아무것 피다 곳 피다 한송이 꽃 같다 
a9145 ,입 벌리다 웃다 얼굴 
a9146 ,지내다 저기 인천 
a9147 ,색감 예쁘다 
a9148 ,운 좋다 나오다 
a9149 ,운염도 여름 땅 매력 있다 
a9150 ,블로그 찾아보다 풀 자라다 시진 있다 가을 겨울 멋지다 것 같다 좋다 정보 고맙다 
a9151 ,아름답다 풍경 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9152 ,순간 점프 줄 멋지다 사진 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9153 ,찍다 
a9154 ,이쁘다 
a9155 ,오빠 사진 
a9156 ,강렬하다 놀라다 얼굴 
a9157 ,엄지 올리다 손 기호 
a9158 ,힐링 음악 듣다 사진 절묘하다 맞아떨어지다 피카소 입 벌리다 웃다 얼굴 
a9159 ,우리나라 비오다 날 호숫가 운무 좋다 
a9160 ,늦다 주무시다 눈 귀 사진 보다 감사 입 벌리다 웃다 얼굴 입 벌리다 웃다 얼굴 
a9161 ,퐁 찍다 거 멋지다 하트 눈 웃다 얼굴 하트 눈 웃다 얼굴 
a9162 ,넹 폰 사 찍다 거 폰 찍히다 칭찬 하다 이 드러내다 웃다 얼굴 이 드러내다 웃다 얼굴 이 드러내다 웃다 얼굴 
a9163 ,마른땅 단비 내리다 
a9164 ,우와 굿 굿 손뼉 치다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 
a9165 ,엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 엄지 올리다 손 기호 밝다 살색 
a9166 ,사진 좋다 
a9167 ,예쁘다 감사 
a9168 ,마르다 장마 메마르다 땅 하다 심다 입 벌리다 식은땀 흘리다 웃다 얼굴 
a9169 ,물 주다 모델 입 벌리다 식은땀 흘리다 웃다 얼굴 
a9170 ,가르다 땅 느낌 하트 눈 웃다 얼굴 엄지 올리다 손 기호 모델 이쁘다 
a9171 ,대박 ㄷ ㄷ ㄷ 상상력 엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9172 ,멋지다 
a9173 ,곳 
a9174 ,여기 어디 엄지 올리다 손 기호 밝다 살색 멋있다 하트 눈 웃다 얼굴 느낌표 2개 
a9175 ,곳 공포 비명 지르다 얼굴 엄지 올리다 손 기호 밝다 그날 
a9176 ,해바라기 입 벌리다 웃다 얼굴 
a9177 ,멋지다 느낌 손 모으다 사람 
a9178 ,태양 떨어지다 줄 알다 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9179 ,엄지 올리다 손 기호 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9180 ,웃다 흰색 얼굴 미소 짓다 눈 웃다 얼굴 
a9181 ,운염도 구도 보다 멋지다 미소 짓다 눈 웃다 얼굴 엄지 올리다 손 기호 
a9182 ,선 대비 인상 
a9183 ,인친 피사체 구상 구도 등 잡다 카메라 엄지 올리다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 손뼉 치다 손 기호 
a9184 ,하트 엄지 올리다 손 기호 하트 
a9185 ,녹색 하트 녹색 하트 하다 손 기호 
a9186 ,멋지다 
a9187 ,장소 멋지다 곳 작가 사진 기술 있다 손 모으다 사람 하트 눈 웃다 고양이 얼굴 오브 혼 
a9188 ,아트 안목 뛰어나다 수경 하다 손 기호 전문가 감성 컨셉 하트 눈 웃다 얼굴 
a9189 ,뷰티플 
a9190 ,하트 눈 웃다 얼굴 미소 짓다 눈 웃다 얼굴 멋 지다 
a9191 ,있다 듯 하다 
a9192 ,가다 좋다 
a9193 ,운염도 
a9194 ,맛나다 거 먹다 입 벌리다 웃다 얼굴 
a9195 ,멋지다 상상 운석 자국 같다 엄지 올리다 손 기호 엄지 올리다 손 기호 
a9196 ,사진 좋다 
a9197 ,
a9198 ,우와 멋지다 
a9199 ,친구 직업 패션모델 입 벌리다 식은땀 흘리다 웃다 얼굴 
a9200 ,분노 이날 생각 하다 춥다 
a9201 ,분노 오존 자외선 강하다 열다 망하다 안심 얼굴 
a9202 ,분노 저수지 바닥 가르다 웅덩이 물 마르다 고기 말라죽다 
a9203 ,분노 저기 양반 심하다 
a9204 ,분노 이거 찍다 겨 디 질레 언니 
a9205 ,분노 좋다 누르다 수 없다 심각하다 가뭄 고통 받다 농민 때문 실망 안심 얼굴 
a9206 ,분노 욕 없다 무표정 얼굴 
a9207 ,분노 가뭄 심각하다 
a9208 ,분노 저수지 바닥 들다 물고기 떼다 죽음 당하다 현장 영상 사진 담다 
a9209 ,려 어마다 되다 이대로 망 되다 울다 얼굴 울다 얼굴 
a9210 ,려 벨라 이사 하다 이사 후유증 만만하다 것 같다 괜찮다 정리 하다 그러다 몸 
a9211 ,려 가뭄 
a9212 ,려 올해 장마 마르다 장마 실망 안심 얼굴 
a9213 ,려 가뭄 때문 걱정 오존 자외선 때문 알다 생기다 피부 
a9214 ,려 그러다 심각하다 모양 
a9215 ,려 비 같다 비 내리다 걱정 
a9216 ,기부 이사 인 스타 신경 쓰다 
a9217 ,기부 21시간 차 누 섬 눈앞 바라보다 들어가다 
a9218 ,기부 갈매기 애처롭다 
a9219 ,기부 렌즈 표준 쓰다 수 없다 운염도 가다 듯이 
a9220 ,기부 주말 소식 있다 가다 듯 거기 표준 괜찮다 우리 초보 
a9221 ,기부 연천 오른쪽 가다 포천 있다 산정 호수 비 오다 호수 물 마르다 땅 갈리다 제 사진 찍다 자리 원래 키 물 차다 하다 곳 
a9222 ,기부 비 마니 오다 하다 
a9223 ,기부 울다 얼굴 울다 얼굴 울다 얼굴 
a9224 ,기부 비 내리다 터 말 
a9225 ,기부 마음 아프다 
a9226 ,기부 여기 어디 
a9227 ,기부 짐 메마르다 땅 안타깝다 하다 
a9228 ,기부 농사 힘들다 입 벌리다 식은땀 흘리다 웃다 얼굴 
a9229 ,기부 넘다 덥다 듯 요입 막다 원숭이 입 벌리다 식은땀 흘리다 웃다 얼굴 기쁨 눈물 흘리다 얼굴 땀 땀 땀 
a9230 ,기부 날씨 
a9231 ,기부 저기 사라지다 거 아쉽다 
a9232 ,기부 저도 욕 없다 
a9233 ,기부 여기 가다 벌다 
a9234 ,중립 생각 나 가르다 땅 
a9235 ,사진 오랜만 보다 
a9236 ,중립 옛날 사진 돌리다 막다 시전 중 
a9237 ,중립 미 니어 치다 장난감 플레이 샷 가르다 땅 운염도 
a9238 ,중립 가르다 땅 새롭다 패턴 
a9239 ,중립 앙상하다 남다 메마르다 가지 
a9240 ,중립 이곳 영종 공항 근처 바다 매립지 거북등 땅 가르다 모습 찍다 가다 하다 저 다녀오다 
a9241 ,중립 8월 말 인천 가르다 땅 운염도 시절 태양 가다 길 발견 찍다 사진 
a9242 ,중립 사계절 보다 수 있다 장맛다 땅 정도 마르다 때 기다리다 
a9243 ,맞다 우리 초보 
a9244 ,중립 힐링 음악 듣다 사진 절묘하다 맞아떨어지다 피카소 입 벌리다 웃다 얼굴 
a9245 ,중립 땅 가르다 거 놀라다 얼굴 
a9246 ,중립 여기 가다 겨 
a9247 ,저 관심 많다 
a9248 ,중립 우음 간척지 인천 공항 가다 길 영종대교 아래 
a9249 ,중립 예전 가다 운염도 
a9250 ,중립 개발 없다 하다 
a9251 ,중립 급하다 찾다 가다 거 같다 
a9252 ,다행 
a9253 ,여행 출동 고고씽 씌다 난다 
a9254 ,아이 신다 
a9255 ,소박하다 괜찮다 
a9256 ,주말 주위 둘러보다 약간 여유 
a9257 ,얼굴 있다 하현달 입 벌리다 웃다 얼굴 하잉 
a9258 ,흙 착각 눈 속 고양이 반짝거리다 
a9259 ,이쁘다 빨개지다 얼굴 빨개지다 얼굴 빨개지다 얼굴 
a9260 ,사진 느낌 좋다 
a9261 ,쩐다 
a9262 ,멋 지다 
a9263 ,메마르다 땅 과 구름 위 서다 기분 신기하다 
a9264 ,풍선 오디 난교 
a9265 ,여기 어디 멋지다 
a9266 ,펼쳐지다 광활하다 땅 부럽다 하다 
a9267 ,하트 눈 웃다 얼굴 키스 날리다 얼굴 
a9268 ,오랜만 내리다 단비 
a9269 ,세상 내리다 어지럽다 기호 
a9270 ,메마르다 대지 장대비 내리다 
a9271 ,들꽃 메마르다 땅 틈새 내포 도시 
a9272 ,그러다 도시 그렇다 깨끗하다 
a9273 ,멋지다 
a9274 ,분노 바다 보다 
a9275 ,분노 하중도 코스모스 메마르다 땅 실망 억새풀 
a9276 ,분노 
a9277 ,기부 나 많다 것 가지다 
a9278 ,기부 욕심내다 살다 거 같다 생각 얼굴 
a9279 ,기부 비교 통하다 깨달음 오래가다 
a9280 ,기부 참되다 배우다 하다 나 자극 필요 
a9281 ,기부 후덥다 덥다 
a9282 ,기부 간만 새벽 출조 하다 것 
a9283 ,기부 기우제 지내다 하다 낭 
a9284 ,기부 사막 같다 
a9285 ,기부 나 하다 
a9286 ,중립 2차 10시간 이상 타다 나름 시간 때우다 생기다 음악 깔리다 어울리다 같다 
a9287 ,중립 봉고 차 뒤 놀이기구 타다 엉덩방아 찧다 달리다 몽골 초원 오버랩 영상 
a9288 ,중립 엉덩이 기억 느낌 오랜만 
a9289 ,중립 척박하다 공장 한구석 꽃 피다 
a9290 ,중립 계란 꽃 것 같다 
a9291 ,중립 꽃말 화해 
a9292 ,중립 
a9293 ,중립 맞다 않 
a9294 ,중립 가뭄 
a9295 ,중립 메마르다 땅 극심한 가뭄 마르다 강 길 삼다 차 달리다 찾아가다 곳 
a9296 ,중립 닭 도움 받다 얼굴 사고 화장실 마련 
a9297 ,중립 엘에이 라스베가스 가다 길 같다 저 예전 라스베가스 갔다오다 느낌 
a9298 ,중립 한참 여행 중 
a9299 ,중립 가뭄 진실 느끼다 
a9300 ,중립 지독 가뭄 크다 호수 지도 지우다 
a9301 ,중립 일생 메마르다 풍경 것 
a9302 ,중립 먼지 것 안타깝다 
a9303 ,중립 감촉 오다 몸 스미다 것 아프다 
a9304 ,분노 하늘 하다 비 내리다 되다 
a9305 ,분노 이기 농사짓다 물 빼다 되다 거 
a9306 ,분노 이거 하다 
a9307 ,분노 진심 짜증 나 
a9308 ,분노 
a9309 ,기대 앞 크다 피해 없다 터 
a9310 ,기대 크다 피해 없다 바라다 
a9311 ,기부 마음 좋다 
a9312 ,기부 세상 
a9313 ,기부 안타깝다 
a9314 ,기부 안타깝다 
a9315 ,기부 일 없다 터 
a9316 ,기부 비 오다 터 이거 어쩌다 것 
a9317 ,기부 울다 얼굴 울다 얼굴 울다 얼굴 
a9318 ,기부 울다 얼굴 실망 안심 얼굴 
a9319 ,기부 마르다 비틀어지다 울다 얼굴 실망 안심 얼굴 
a9320 ,기부 울다 얼굴 실망 안심 얼굴 
a9321 ,기부 가뭄 때문 건조 것 같다 하다 
a9322 ,기부 목 칼칼하다 막히다 
a9323 ,기부 먼지 많다 
a9324 ,기부 살맛 생기다 
a9325 ,기부 심각하다 
a9326 ,기부 심하다 
a9327 ,기부 물 
a9328 ,기부 심하다 
a9329 ,기부 
a9330 ,기부 심각하다 것 같다 
a9331 ,기부 대책 필요 마땅하다 대책 없다 
a9332 ,기부 오다 상황 틀림없다 
a9333 ,기부 마음 좋다 얼굴 울다 얼굴 
a9334 ,기부 울다 얼굴 울다 얼굴 울다 얼굴 울다 얼굴 
a9335 ,기부 내년 이러다 큰일 대책 필요 것 같다 
a9336 ,기부 저수지 물 되다 
a9337 ,기부 어리다 적 추억 상처 받다 것 같다 마음 좋다 
a9338 ,기부 자연 화나다 것 
a9339 ,기부 마르다 땅 보다 나 마음 마르다 거 같다 
a9340 ,기부 곡식 메마르다 것 보다 안타깝다 
a9341 ,기부 마산 자랑거리 메마르다 
a9342 ,기부 농부 슬픔 수심 느끼다 사진 
a9343 ,기부 물고기 미안 
a9344 ,기부 말라붙다 것 징그럽다 
a9345 ,기부 마음 메마르다 거 같다 
a9346 ,기부 걱정 비 오다 
a9347 ,기부 무릎 허리 아프다 좋다 비 오다 터 
a9348 ,기부 
a9349 ,기부 어떡하다 세상 
a9350 ,기부 안타깝다 
a9351 ,기부 말라붙다 
a9352 ,기부 농민 슬픔 크다 거 같다 
a9353 ,기부 쌍 친구 
a9354 ,기부 메마르다 땅 황량하다 안타깝다 
a9355 ,기부 사막 되다 것 체감 되다 
a9356 ,기부 비 오다 터 안타깝다 
a9357 ,기부 쟤 무엇 먹다 살다 것 
a9358 ,기부 아프리카 사막 느낌 생각 마음 아프다 
a9359 ,분노 결국 아무것 하다 
a9360 ,분노 내 가다 때 짜증 
a9361 ,분노 가다 날 장날 
a9362 ,분노 하다 필요 때 카다 
a9363 ,기부 세상 하다 
a9364 ,기부 안타깝다 
a9365 ,기부 
a9366 ,기부 일 잦다 
a9367 ,기부 울다 얼굴 울다 얼굴 울다 얼굴 
a9368 ,기부 얼굴 울다 얼굴 울다 얼굴 안타깝다 
a9369 ,기부 이거 울다 얼굴 울다 얼굴 울다 얼굴 
a9370 ,중립 흔들리다 중 찍다 봄 
a9371 ,중립 지진 
a9372 ,중립 지진 사진 
a9373 ,중립 흔들리다 지진 
a9374 ,중립 여기 어디 해상 펜션 
a9375 ,중립 거제도 가배 해상 펜션 이용 가리다 하다 자리 없다 여기 가다 사장 친절 
a9376 ,중립 팔 
a9377 ,중립 선 팔 부탁 드리다 
a9378 ,중립 보다 
a9379 ,황홀 여유 부산 파라다이스 행복 백수 녹조 자유 하다 논문 공부 운동 몸 운동 철봉 머슬 업 키핑 프론트 레버 체지방 다이어트 
a9380 ,중립 한잔 덕진 공원 점심 나 개구리밥 위 빗방울 초록 녹조 일상 오늘 놀다 
a9381 ,황홀 찍히다 녹조 때문 매생 같다 것 뜨다 다니다 발 담구다 나오다 
a9382 ,중립 보라 카이 페어웨이 리조트 프라이빗 비치 파라다 이스코브 에메랄드 녹조 없다 
a9383 ,황홀 보라 카이 푸 카비치 화이트 비치 30분 북 웨딩 촬영 녹조 없다 아름답다 여행 스타 그램 
